"Date/Time (PST)","mph (5020') Mt. Baker - Pan Dome"
"11/30/22 5 am",25.42
"11/30/22 4 am",24.71
"11/30/22 3 am",28.95
"11/30/22 2 am",33.89
"11/30/22 1 am",28.95
"11/30/22 12 am",28.95
"11/29/22 11 pm",34.59
"11/29/22 10 pm",36.01
"11/29/22 9 pm",37.42
"11/29/22 8 pm",40.95
"11/29/22 7 pm",26.12
"11/29/22 6 pm",26.83
"11/29/22 5 pm",22.59
"11/29/22 4 pm",23.3
"11/29/22 3 pm",25.42
"11/29/22 2 pm",28.95
"11/29/22 1 pm",26.83
"11/29/22 12 pm",24.71
"11/29/22 11 am",21.18
"11/29/22 10 am",14.83
"11/29/22 9 am",16.94
"11/29/22 8 am",17.65
"11/29/22 7 am",16.94
"11/29/22 6 am",16.94
"11/29/22 5 am",16.24
"11/29/22 4 am",15.53
"11/29/22 3 am",12
"11/29/22 2 am",9.18
"11/29/22 1 am",5.648
"11/29/22 12 am",4.942
"11/28/22 11 pm",2.824
"11/28/22 10 pm",2.824
"11/28/22 9 pm",2.824
"11/28/22 8 pm",2.824
"11/28/22 7 pm",2.118
"11/28/22 6 pm",3.53
"11/28/22 5 pm",4.942
"11/28/22 4 pm",4.236
"11/28/22 3 pm",3.53
"11/28/22 2 pm",3.53
"11/28/22 1 pm",4.236
"11/28/22 12 pm",2.824
"11/28/22 11 am",3.53
"11/28/22 10 am",3.53
"11/28/22 9 am",5.648
"11/28/22 8 am",4.942
"11/28/22 7 am",1.412
"11/28/22 6 am",2.824
"11/28/22 5 am",3.53
"11/28/22 4 am",2.824
"11/28/22 3 am",2.824
"11/28/22 2 am",3.53
"11/28/22 1 am",9.88
"11/28/22 12 am",6.354
"11/27/22 11 pm",7.766
"11/27/22 10 pm",6.354
"11/27/22 9 pm",7.06
"11/27/22 8 pm",6.354
"11/27/22 7 pm",10.59
"11/27/22 6 pm",11.3
"11/27/22 5 pm",7.766
"11/27/22 4 pm",7.06
"11/27/22 3 pm",7.06
"11/27/22 2 pm",7.766
"11/27/22 1 pm",7.766
"11/27/22 12 pm",9.88
"11/27/22 11 am",12.71
"11/27/22 10 am",16.94
"11/27/22 9 am",18.36
"11/27/22 8 am",21.18
"11/27/22 7 am",19.77
"11/27/22 6 am",16.24
"11/27/22 5 am",24
"11/27/22 4 am",21.18
"11/27/22 3 am",16.24
"11/27/22 2 am",26.12
"11/27/22 1 am",30.36
"11/27/22 12 am",31.77
"11/26/22 11 pm",31.06
"11/26/22 10 pm",26.83
"11/26/22 9 pm",26.12
"11/26/22 8 pm",26.83
"11/26/22 7 pm",24.71
"11/26/22 6 pm",21.18
"11/26/22 5 pm",18.36
"11/26/22 4 pm",16.94
"11/26/22 3 pm",16.94
"11/26/22 2 pm",16.24
"11/26/22 1 pm",16.24
"11/26/22 12 pm",15.53
"11/26/22 11 am",16.24
"11/26/22 10 am",15.53
"11/26/22 9 am",10.59
"11/26/22 8 am",9.88
"11/26/22 7 am",9.18
"11/26/22 6 am",6.354
"11/26/22 5 am",5.648
"11/26/22 4 am",9.88
"11/26/22 3 am",10.59
"11/26/22 2 am",12
"11/26/22 1 am",12
"11/26/22 12 am",6.354
"11/25/22 11 pm",9.88
"11/25/22 10 pm",9.18
"11/25/22 9 pm",9.88
"11/25/22 8 pm",8.47
"11/25/22 7 pm",13.41
"11/25/22 6 pm",13.41
"11/25/22 5 pm",12
"11/25/22 4 pm",10.59
"11/25/22 3 pm",13.41
"11/25/22 2 pm",12.71
"11/25/22 1 pm",12.71
"11/25/22 12 pm",5.648
"11/25/22 11 am",7.766
"11/25/22 10 am",7.06
"11/25/22 9 am",17.65
"11/25/22 8 am",26.12
"11/25/22 7 am",36.01
"11/25/22 6 am",43.07
"11/25/22 5 am",40.95
"11/25/22 4 am",33.18
"11/25/22 3 am",34.59
"11/25/22 2 am",36.01
"11/25/22 1 am",35.3
"11/25/22 12 am",31.06
"11/24/22 11 pm",37.42
"11/24/22 10 pm",38.12
"11/24/22 9 pm",28.95
"11/24/22 8 pm",28.24
"11/24/22 7 pm",30.36
"11/24/22 6 pm",31.06
"11/24/22 5 pm",32.48
"11/24/22 4 pm",42.36
"11/24/22 3 pm",34.59
"11/24/22 2 pm",36.01
"11/24/22 1 pm",33.18
"11/24/22 12 pm",35.3
"11/24/22 11 am",35.3
"11/24/22 10 am",33.89
"11/24/22 9 am",32.48
"11/24/22 8 am",22.59
"11/24/22 7 am",23.3
"11/24/22 6 am",30.36
"11/24/22 5 am",29.65
"11/24/22 4 am",33.18
"11/24/22 3 am",32.48
"11/24/22 2 am",27.53
"11/24/22 1 am",37.42
"11/24/22 12 am",38.12
"11/23/22 11 pm",29.65
"11/23/22 10 pm",28.24
"11/23/22 9 pm",24.71
"11/23/22 8 pm",16.94
"11/23/22 7 pm",10.59
"11/23/22 6 pm",14.12
"11/23/22 5 pm",13.41
"11/23/22 4 pm",13.41
"11/23/22 3 pm",13.41
"11/23/22 2 pm",11.3
"11/23/22 1 pm",12
"11/23/22 12 pm",12.71
"11/23/22 11 am",11.3
"11/23/22 10 am",9.88
"11/23/22 9 am",6.354
"11/23/22 8 am",4.942
"11/23/22 7 am",4.942
"11/23/22 6 am",3.53
"11/23/22 5 am",6.354
"11/23/22 4 am",7.06
"11/23/22 3 am",7.06
"11/23/22 2 am",6.354
"11/23/22 1 am",4.236
"11/23/22 12 am",7.06
"11/22/22 11 pm",12.71
"11/22/22 10 pm",10.59
"11/22/22 9 pm",9.18
"11/22/22 8 pm",7.06
"11/22/22 7 pm",9.88
"11/22/22 6 pm",7.766
"11/22/22 5 pm",5.648
"11/22/22 4 pm",7.06
"11/22/22 3 pm",16.24
"11/22/22 2 pm",24.71
"11/22/22 1 pm",29.65
"11/22/22 12 pm",26.83
"11/22/22 11 am",23.3
"11/22/22 10 am",40.95
"11/22/22 9 am",46.6
"11/22/22 8 am",36.01
"11/22/22 7 am",31.77
"11/22/22 6 am",33.89
"11/22/22 5 am",27.53
"11/22/22 4 am",36.01
"11/22/22 3 am",33.89
"11/22/22 2 am",35.3
"11/22/22 1 am",38.83
"11/22/22 12 am",30.36
"11/21/22 11 pm",36.01
"11/21/22 10 pm",41.65
"11/21/22 9 pm",36.01
"11/21/22 8 pm",33.89
"11/21/22 7 pm",30.36
"11/21/22 6 pm",26.12
"11/21/22 5 pm",30.36
"11/21/22 4 pm",27.53
"11/21/22 3 pm",28.24
"11/21/22 2 pm",25.42
"11/21/22 1 pm",20.47
"11/21/22 12 pm",21.18
"11/21/22 11 am",20.47
"11/21/22 10 am",21.18
"11/21/22 9 am",19.77
"11/21/22 8 am",21.18
"11/21/22 7 am",11.3
"11/21/22 6 am",13.41
"11/21/22 5 am",15.53
"11/21/22 4 am",8.47
"11/21/22 3 am",15.53
"11/21/22 2 am",17.65
"11/21/22 1 am",24.71
"11/21/22 12 am",20.47
"11/20/22 11 pm",24
"11/20/22 10 pm",14.12
"11/20/22 9 pm",16.24
"11/20/22 8 pm",18.36
"11/20/22 7 pm",17.65
"11/20/22 6 pm",18.36
"11/20/22 5 pm",19.06
"11/20/22 4 pm",15.53
"11/20/22 3 pm",15.53
"11/20/22 2 pm",14.83
"11/20/22 1 pm",15.53
"11/20/22 12 pm",17.65
"11/20/22 11 am",18.36
"11/20/22 10 am",19.06
"11/20/22 9 am",19.06
"11/20/22 8 am",16.24
"11/20/22 7 am",12
"11/20/22 6 am",12.71
"11/20/22 5 am",11.3
"11/20/22 4 am",2.824
"11/20/22 3 am",2.118
"11/20/22 2 am",1.412
"11/20/22 1 am",2.824
"11/20/22 12 am",6.354
"11/19/22 11 pm",4.942
"11/19/22 10 pm",4.942
"11/19/22 9 pm",3.53
"11/19/22 8 pm",10.59
"11/19/22 7 pm",12
"11/19/22 6 pm",9.88
"11/19/22 5 pm",3.53
"11/19/22 4 pm",0
"11/19/22 3 pm",0.706
"11/19/22 2 pm",0.706
"11/19/22 1 pm",4.942
"11/19/22 12 pm",5.648
"11/19/22 11 am",4.236
"11/19/22 10 am",3.53
"11/19/22 9 am",4.942
"11/19/22 8 am",12.71
"11/19/22 7 am",13.41
"11/19/22 6 am",11.3
"11/19/22 5 am",14.12
"11/19/22 4 am",14.12
"11/19/22 3 am",14.12
"11/19/22 2 am",8.47
"11/19/22 1 am",9.88
"11/19/22 12 am",1.412
"11/18/22 11 pm",2.824
"11/18/22 10 pm",5.648
"11/18/22 9 pm",7.06
"11/18/22 8 pm",7.06
"11/18/22 7 pm",6.354
"11/18/22 6 pm",9.18
"11/18/22 5 pm",0
"11/18/22 4 pm",6.354
"11/18/22 3 pm",5.648
"11/18/22 2 pm",4.236
"11/18/22 1 pm",0
"11/18/22 12 pm",7.766
"11/18/22 11 am",7.06
"11/18/22 10 am",2.118
"11/18/22 9 am",2.824
"11/18/22 8 am",8.47
"11/18/22 7 am",9.88
"11/18/22 6 am",9.88
"11/18/22 5 am",7.766
"11/18/22 4 am",8.47
"11/18/22 3 am",8.47
"11/18/22 2 am",9.18
"11/18/22 1 am",13.41
"11/18/22 12 am",11.3
"11/17/22 11 pm",10.59
"11/17/22 10 pm",6.354
"11/17/22 9 pm",6.354
"11/17/22 8 pm",12
"11/17/22 7 pm",10.59
"11/17/22 6 pm",12
"11/17/22 5 pm",4.236
"11/17/22 4 pm",4.942
"11/17/22 3 pm",8.47
"11/17/22 2 pm",11.3
"11/17/22 1 pm",11.3
"11/17/22 12 pm",12
"11/17/22 11 am",9.88
"11/17/22 10 am",11.3
"11/17/22 9 am",10.59
"11/17/22 8 am",13.41
"11/17/22 7 am",16.24
"11/17/22 6 am",15.53
"11/17/22 5 am",22.59
"11/17/22 4 am",26.83
"11/17/22 3 am",28.24
"11/17/22 2 am",22.59
"11/17/22 1 am",22.59
"11/17/22 12 am",20.47
"11/16/22 11 pm",21.89
"11/16/22 10 pm",23.3
"11/16/22 9 pm",17.65
"11/16/22 8 pm",16.24
"11/16/22 7 pm",12
"11/16/22 6 pm",7.766
"11/16/22 5 pm",7.766
"11/16/22 4 pm",0
"11/16/22 3 pm",0.706
"11/16/22 2 pm",0
"11/16/22 1 pm",3.53
"11/16/22 12 pm",6.354
"11/16/22 11 am",1.412
"11/16/22 10 am",2.824
"11/16/22 9 am",2.824
"11/16/22 8 am",4.236
"11/16/22 7 am",2.824
"11/16/22 6 am",4.236
"11/16/22 5 am",7.06
"11/16/22 4 am",6.354
"11/16/22 3 am",7.06
"11/16/22 2 am",9.18
"11/16/22 1 am",9.88
"11/16/22 12 am",10.59
"11/15/22 11 pm",12
"11/15/22 10 pm",10.59
"11/15/22 9 pm",10.59
"11/15/22 8 pm",9.18
"11/15/22 7 pm",7.766
"11/15/22 6 pm",7.06
"11/15/22 5 pm",6.354
"11/15/22 4 pm",5.648
"11/15/22 3 pm",6.354
"11/15/22 2 pm",7.766
"11/15/22 1 pm",8.47
"11/15/22 12 pm",7.766
"11/15/22 11 am",8.47
"11/15/22 10 am",9.88
"11/15/22 9 am",9.18
"11/15/22 8 am",10.59
"11/15/22 7 am",10.59
"11/15/22 6 am",10.59
"11/15/22 5 am",12
"11/15/22 4 am",8.47
"11/15/22 3 am",11.3
"11/15/22 2 am",9.18
"11/15/22 1 am",7.06
"11/15/22 12 am",8.47
"11/14/22 11 pm",7.06
"11/14/22 10 pm",9.18
"11/14/22 9 pm",11.3
"11/14/22 8 pm",12.71
"11/14/22 7 pm",11.3
"11/14/22 6 pm",12.71
"11/14/22 5 pm",12
"11/14/22 4 pm",13.41
"11/14/22 3 pm",14.12
"11/14/22 2 pm",12
"11/14/22 1 pm",11.3
"11/14/22 12 pm",14.83
"11/14/22 11 am",21.18
"11/14/22 10 am",15.53
"11/14/22 9 am",18.36
"11/14/22 8 am",17.65
"11/14/22 7 am",20.47
"11/14/22 6 am",22.59
"11/14/22 5 am",28.95
"11/14/22 4 am",32.48
"11/14/22 3 am",27.53
"11/14/22 2 am",21.89
"11/14/22 1 am",25.42
"11/14/22 12 am",19.06
"11/13/22 11 pm",24
"11/13/22 10 pm",22.59
"11/13/22 9 pm",9.88
"11/13/22 8 pm",7.766
"11/13/22 7 pm",11.3
"11/13/22 6 pm",14.83
"11/13/22 5 pm",14.12
"11/13/22 4 pm",9.18
"11/13/22 3 pm",9.88
"11/13/22 2 pm",9.88
"11/13/22 1 pm",10.59
"11/13/22 12 pm",8.47
"11/13/22 11 am",14.83
"11/13/22 10 am",12
"11/13/22 9 am",16.94
"11/13/22 8 am",12.71
"11/13/22 7 am",10.59
"11/13/22 6 am",9.18
"11/13/22 5 am",7.06
"11/13/22 4 am",8.47
"11/13/22 3 am",5.648
"11/13/22 2 am",4.942
"11/13/22 1 am",4.236
"11/13/22 12 am",7.06
"11/12/22 11 pm",5.648
"11/12/22 10 pm",4.236
"11/12/22 9 pm",0.706
"11/12/22 8 pm",3.53
"11/12/22 7 pm",5.648
"11/12/22 6 pm",6.354
"11/12/22 5 pm",6.354
"11/12/22 4 pm",5.648
"11/12/22 3 pm",4.942
"11/12/22 2 pm",4.942
"11/12/22 1 pm",5.648
"11/12/22 12 pm",4.236
"11/12/22 11 am",4.236
"11/12/22 10 am",6.354
"11/12/22 9 am",5.648
"11/12/22 8 am",2.118
"11/12/22 7 am",3.53
"11/12/22 6 am",5.648
"11/12/22 5 am",6.354
"11/12/22 4 am",
"11/12/22 3 am",
"11/12/22 2 am",9.88
"11/12/22 1 am",13.41
"11/12/22 12 am",10.59
"11/11/22 11 pm",9.18
"11/11/22 10 pm",3.53
"11/11/22 9 pm",4.942
"11/11/22 8 pm",7.06
"11/11/22 7 pm",12.71
"11/11/22 6 pm",19.77
"11/11/22 5 pm",16.94
"11/11/22 4 pm",15.53
"11/11/22 3 pm",3.53
"11/11/22 2 pm",5.648
"11/11/22 1 pm",5.648
"11/11/22 12 pm",4.236
"11/11/22 11 am",10.59
"11/11/22 10 am",14.83
"11/11/22 9 am",21.89
"11/11/22 8 am",21.18
"11/11/22 7 am",20.47
"11/11/22 6 am",21.89
"11/11/22 5 am",23.3
"11/11/22 4 am",32.48
"11/11/22 3 am",26.83
"11/11/22 2 am",26.12
"11/11/22 1 am",26.83
"11/11/22 12 am",26.83
"11/10/22 11 pm",26.12
"11/10/22 10 pm",21.18
"11/10/22 9 pm",17.65
"11/10/22 8 pm",19.77
"11/10/22 7 pm",21.89
"11/10/22 6 pm",17.65
"11/10/22 5 pm",14.12
"11/10/22 4 pm",12.71
"11/10/22 3 pm",11.3
"11/10/22 2 pm",12
"11/10/22 1 pm",5.648
"11/10/22 12 pm",1.412
"11/10/22 11 am",4.236
"11/10/22 10 am",0
"11/10/22 9 am",3.53
"11/10/22 8 am",4.236
"11/10/22 7 am",4.942
"11/10/22 6 am",5.648
"11/10/22 5 am",2.824
"11/10/22 4 am",4.942
"11/10/22 3 am",7.766
"11/10/22 2 am",14.83
"11/10/22 1 am",17.65
"11/10/22 12 am",12.71
"11/9/22 11 pm",10.59
"11/9/22 10 pm",12.71
"11/9/22 9 pm",14.83
"11/9/22 8 pm",17.65
"11/9/22 7 pm",14.83
"11/9/22 6 pm",4.236
"11/9/22 5 pm",0.706
"11/9/22 4 pm",0.706
"11/9/22 3 pm",1.412
"11/9/22 2 pm",5.648
"11/9/22 1 pm",4.942
"11/9/22 12 pm",4.942
"11/9/22 11 am",3.53
"11/9/22 10 am",6.354
"11/9/22 9 am",6.354
"11/9/22 8 am",4.942
"11/9/22 7 am",6.354
"11/9/22 6 am",7.06
"11/9/22 5 am",7.06
"11/9/22 4 am",7.766
"11/9/22 3 am",7.766
"11/9/22 2 am",8.47
"11/9/22 1 am",8.47
"11/9/22 12 am",7.06
"11/8/22 11 pm",7.06
"11/8/22 10 pm",6.354
"11/8/22 9 pm",7.766
"11/8/22 8 pm",5.648
"11/8/22 7 pm",7.766
"11/8/22 6 pm",7.766
"11/8/22 5 pm",8.47
"11/8/22 4 pm",7.766
"11/8/22 3 pm",8.47
"11/8/22 2 pm",9.18
"11/8/22 1 pm",7.766
"11/8/22 12 pm",7.766
"11/8/22 11 am",7.766
"11/8/22 10 am",7.766
"11/8/22 9 am",6.354
"11/8/22 8 am",4.236
"11/8/22 7 am",2.824
"11/8/22 6 am",4.236
"11/8/22 5 am",3.53
"11/8/22 4 am",3.53
"11/8/22 3 am",2.824
"11/8/22 2 am",2.118
"11/8/22 1 am",2.118
"11/8/22 12 am",3.53
"11/7/22 11 pm",5.648
"11/7/22 10 pm",6.354
"11/7/22 9 pm",4.236
"11/7/22 8 pm",3.53
"11/7/22 7 pm",6.354
"11/7/22 6 pm",3.53
"11/7/22 5 pm",3.53
"11/7/22 4 pm",4.942
"11/7/22 3 pm",4.236
"11/7/22 2 pm",6.354
"11/7/22 1 pm",23.3
"11/7/22 12 pm",21.89
"11/7/22 11 am",23.3
"11/7/22 10 am",16.24
"11/7/22 9 am",17.65
"11/7/22 8 am",17.65
"11/7/22 7 am",12.71
"11/7/22 6 am",8.47
"11/7/22 5 am",7.06
"11/7/22 4 am",3.53
"11/7/22 3 am",2.824
"11/7/22 2 am",6.354
"11/7/22 1 am",9.88
"11/7/22 12 am",10.59
"11/6/22 11 pm",9.88
"11/6/22 10 pm",8.47
"11/6/22 9 pm",8.47
"11/6/22 8 pm",7.06
"11/6/22 7 pm",7.766
"11/6/22 6 pm",9.18
"11/6/22 5 pm",24
"11/6/22 4 pm",29.65
"11/6/22 3 pm",36.01
"11/6/22 2 pm",32.48
"11/6/22 1 pm",26.83
"11/6/22 12 pm",25.42
"11/6/22 11 am",21.18
"11/6/22 10 am",18.36
"11/6/22 9 am",13.41
"11/6/22 8 am",15.53
"11/6/22 7 am",18.36
"11/6/22 6 am",11.3
"11/6/22 5 am",16.94
"11/6/22 4 am",6.354
"11/6/22 3 am",13.41
"11/6/22 2 am",23.3
"11/6/22 1 am",26.12
"11/6/22 12 am",29.65
"11/5/22 11 pm",28.24
"11/5/22 10 pm",27.53
"11/5/22 9 pm",29.65
"11/5/22 8 pm",18.36
"11/5/22 7 pm",13.41
"11/5/22 6 pm",13.41
"11/5/22 5 pm",18.36
"11/5/22 4 pm",16.24
"11/5/22 3 pm",21.18
"11/5/22 2 pm",21.89
"11/5/22 1 pm",14.12
"11/5/22 12 pm",16.94
"11/5/22 11 am",22.59
"11/5/22 10 am",16.24
"11/5/22 9 am",19.77
"11/5/22 8 am",21.89
"11/5/22 7 am",19.06
"11/5/22 6 am",38.12
"11/5/22 5 am",31.06
"11/5/22 4 am",37.42
"11/5/22 3 am",43.07
"11/5/22 2 am",40.95
"11/5/22 1 am",50.83
"11/5/22 12 am",43.07
"11/4/22 11 pm",48.71
"11/4/22 10 pm",72.01
"11/4/22 9 pm",44.48
"11/4/22 8 pm",35.3
"11/4/22 7 pm",35.3
"11/4/22 6 pm",32.48
"11/4/22 5 pm",26.83
"11/4/22 4 pm",27.53
"11/4/22 3 pm",28.95
"11/4/22 2 pm",24
"11/4/22 1 pm",28.95
"11/4/22 12 pm",31.06
"11/4/22 11 am",32.48
"11/4/22 10 am",28.24
"11/4/22 9 am",29.65
"11/4/22 8 am",30.36
"11/4/22 7 am",30.36
"11/4/22 6 am",27.53
"11/4/22 5 am",26.83
"11/4/22 4 am",30.36
"11/4/22 3 am",33.18
"11/4/22 2 am",38.12
"11/4/22 1 am",41.65
"11/4/22 12 am",40.95
"11/3/22 11 pm",43.77
"11/3/22 10 pm",45.89
"11/3/22 9 pm",43.77
"11/3/22 8 pm",47.3
"11/3/22 7 pm",45.89
"11/3/22 6 pm",39.54
"11/3/22 5 pm",34.59
"11/3/22 4 pm",33.89
"11/3/22 3 pm",43.07
"11/3/22 2 pm",40.95
"11/3/22 1 pm",36.01
"11/3/22 12 pm",36.71
"11/3/22 11 am",26.83
"11/3/22 10 am",21.18
"11/3/22 9 am",22.59
"11/3/22 8 am",20.47
"11/3/22 7 am",19.77
"11/3/22 6 am",19.06
"11/3/22 5 am",19.06
"11/3/22 4 am",13.41
"11/3/22 3 am",12
"11/3/22 2 am",14.12
"11/3/22 1 am",12.71
"11/3/22 12 am",4.942
"11/2/22 11 pm",2.824
"11/2/22 10 pm",5.648
"11/2/22 9 pm",9.88
"11/2/22 8 pm",7.06
"11/2/22 7 pm",8.47
"11/2/22 6 pm",9.18
"11/2/22 5 pm",8.47
"11/2/22 4 pm",5.648
"11/2/22 3 pm",8.47
"11/2/22 2 pm",7.766
"11/2/22 1 pm",11.3
"11/2/22 12 pm",7.06
"11/2/22 11 am",7.06
"11/2/22 10 am",7.766
"11/2/22 9 am",9.88
"11/2/22 8 am",9.18
"11/2/22 7 am",7.766
"11/2/22 6 am",7.06
"11/2/22 5 am",9.88
"11/2/22 4 am",7.06
"11/2/22 3 am",7.06
"11/2/22 2 am",7.06
"11/2/22 1 am",6.354
"11/2/22 12 am",5.648
"11/1/22 11 pm",7.766
"11/1/22 10 pm",5.648
"11/1/22 9 pm",7.06
"11/1/22 8 pm",3.53
"11/1/22 7 pm",2.824
"11/1/22 6 pm",2.824
"11/1/22 5 pm",0.706
"11/1/22 4 pm",3.53
"11/1/22 3 pm",4.236
"11/1/22 2 pm",4.942
"11/1/22 1 pm",5.648
"11/1/22 12 pm",9.18
"11/1/22 11 am",8.47
"11/1/22 10 am",7.766
"11/1/22 9 am",10.59
"11/1/22 8 am",8.47
"11/1/22 7 am",9.88
"11/1/22 6 am",12
"11/1/22 5 am",9.18
"11/1/22 4 am",12
"11/1/22 3 am",12
"11/1/22 2 am",13.41
"11/1/22 1 am",16.24
"11/1/22 12 am",11.3
"10/31/22 11 pm",14.12
